               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 143,            0.024994,            0.056105,           0.0019641,             0.94266,             0.96247,             0.96535,             0.68744,             0.02511,            0.038998,           0.0014301,           0.0064855,           0.0064855,           0.0064855
                 144,            0.025458,            0.058382,           0.0023584,             0.94439,             0.97144,             0.96316,             0.69713,            0.024039,            0.037994,           0.0014307,           0.0064608,           0.0064608,           0.0064608
                 145,            0.025124,            0.058929,           0.0023383,             0.94787,             0.94819,             0.96176,             0.69133,            0.024642,            0.039455,           0.0015714,            0.006436,            0.006436,            0.006436
                 146,            0.024372,             0.05478,           0.0021357,              0.9488,             0.94711,             0.96402,             0.68676,            0.024792,            0.038174,            0.001885,           0.0064112,           0.0064112,           0.0064112
                 147,            0.025142,            0.056911,           0.0021917,             0.94565,             0.96342,             0.96544,             0.68089,            0.025189,            0.039085,           0.0017178,           0.0063865,           0.0063865,           0.0063865
                 148,             0.02523,            0.059373,           0.0023251,             0.93978,             0.96162,             0.96415,             0.68273,            0.024878,            0.039349,           0.0015596,           0.0063618,           0.0063618,           0.0063618
                 149,            0.024516,            0.054998,           0.0020981,             0.95649,             0.95807,             0.96406,             0.67071,             0.02482,            0.038887,           0.0014668,            0.006337,            0.006337,            0.006337
                 150,            0.025409,            0.058894,           0.0021319,             0.94214,             0.96219,             0.96483,             0.69461,             0.02433,            0.038853,           0.0014569,           0.0063122,           0.0063122,           0.0063122
                 151,            0.025242,            0.056313,           0.0022454,             0.95307,             0.95908,             0.96856,             0.68974,            0.024926,            0.038361,            0.003049,           0.0062875,           0.0062875,           0.0062875
                 152,            0.025429,            0.057968,           0.0023394,             0.94129,              0.9586,             0.96795,             0.68471,            0.024586,            0.038345,           0.0015403,           0.0062628,           0.0062628,           0.0062628
                 153,            0.024979,            0.055793,           0.0022231,             0.94966,             0.95541,             0.96491,             0.67457,            0.024889,            0.039066,           0.0014468,            0.006238,            0.006238,            0.006238
